ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,SD_SCHUL_CODE,SCHUL_NM,ENG_SCHUL_NM,SCHUL_KND_SC_NM,LCTN_SC_NM,JU_ORG_NM,FOND_SC_NM,ORG_RDNZC,ORG_RDNMA,ORG_RDNDA,ORG_TELNO,HMPG_ADRES,COEDU_SC_NM,ORG_FAXNO,HS_SC_NM,INDST_SPECL_CCCCL_EXST_YN,HS_GNRL_BUSNS_SC_NM,SPCLY_PURPS_HS_ORD_NM,ENE_BFE_SEHF_SC_NM,DGHT_SC_NM,FOND_YMD,FOAS_MEMRD,LOAD_DTM
R10,경상북도교육청,8821037,대창초등학교,Daechang Elementary School,초등학교,경상북도,경상북도영천교육지원청,공립,38912 ,경상북도 영천시 대창면 금창로 787,"(대창면, 대창초등학교)",054-335-4069,https://school.gyo6.net/dces,남여공학,054-335-4230,,N,일반계,,전기,주간,19341024,19341024,20260423
R10,경상북도교육청,8761123,대해초등학교,Daehae Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37778 ,경상북도 포항시 남구 양학천로150번길 58,"(대도동, 대해초등학교)",054-272-6317,http://school.gyo6.net/daehae,남여공학,054-275-9942,,N,일반계,,전기,주간,19730704,19730704,20260423
R10,경상북도교육청,8761187,대흥중학교,Daeheung Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37646 ,경상북도 포항시 북구 용흥로292번길 35,"(용흥동, 대흥중학교)",054-243-0786,http://school.gyo6.net/daeheung,남여공학,054-248-6516,,N,일반계,,전기,주간,19910228,19911106,20260423
R10,경상북도교육청,8921020,덕곡초등학교,Deokgok Elementary School,초등학교,경상북도,경상북도고령교육지원청,공립,40127 ,경상북도 고령군 덕곡면 덕운로 548,"(덕곡면, 덕곡초등학교)",054-955-5707,http://school.gyo6.net/deokgoges,남여공학,054-955-2100,,N,일반계,,전기,주간,19340929,19341024,20260423
R10,경상북도교육청,8911027,덕산초등학교,Dugsan Elementary School,초등학교,경상북도,경상북도청도교육지원청,공립,38302 ,경상북도 청도군 각북면 덕남길 11-7,", 덕산초등학교 (각북면)",054-372-7009,https://school.gyo6.net/dugsan,남여공학,054-371-6745,,N,일반계,,전기,주간,19491005,19491005,20260423
R10,경상북도교육청,8801099,덕촌초등학교,Deokchon Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39102 ,경상북도 구미시 옥성면 선상서로 584,(옥성면),054-482-1187,http://school.gyo6.net/deokchone,남여공학,054-482-6873,,N,일반계,,전기,주간,19380609,19380609,20260423
R10,경상북도교육청,8750163,도개고등학교,Dogae High School,고등학교,경상북도,경상북도교육청,사립,39103 ,경상북도 구미시 도개면 도안로 120,"(도개면, 도개중고등학교)",054-474-1052,https://school.gyo6.net/dogaehs,남여공학,054-474-1505,일반고,N,일반계,,전기,주간,19740105,19740105,20260423
R10,경상북도교육청,8801160,도개중학교,Dogae Middle School,중학교,경상북도,경상북도구미교육지원청,사립,39103 ,경상북도 구미시 도개면 도안로 120,"(도개면, 도개중고등학교)",054-474-1052,https://school.gyo6.net/dogaehs,남여공학,054-474-1505,,N,일반계,,전기,주간,19531222,19531222,20260423
R10,경상북도교육청,8801100,도개초등학교,Dogae Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39103 ,경상북도 구미시 도개면 도안로 108,"(도개면, 도개초등학교)",054-474-1055,https://school.gyo6.net/gmdogae,남여공학,054-474-0380,,N,일반계,,전기,주간,19300910,19300910,20260423
R10,경상북도교육청,8801101,도량초등학교,Doryang Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39195 ,경상북도 구미시 송동로7길 15-14,", 도량초등학교 (도량동, 도량초등학교)",054-442-8234,http://doryang.school.gyo6.net,남여공학,054-444-6568,,N,해당없음,,전기,주간,19930119,19930119,20260423
R10,경상북도교육청,8871033,도리원초등학교,Doriwon Elementary School,초등학교,경상북도,경상북도의성교육지원청,공립,37362 ,경상북도 의성군 봉양면 도리원5길 9,"(봉양면, 도리원초등학교)",054-832-2888,https://school.gyo6.net/doriwones,남여공학,054-833-0913,,N,일반계,,전기,주간,19490901,19490901,20260423
R10,경상북도교육청,8801102,도봉초등학교,Dobong Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39201 ,경상북도 구미시 도봉로 47,"(도량동, 도봉초등학교)",054-451-9803,http://school.gyo6.net/gmdb ,남여공학,054-451-9805,,N,해당없음,,전기,주간,20040301,20040901,20260423
R10,경상북도교육청,8801103,도산초등학교,Dosan Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39198 ,경상북도 구미시 문장로 100,", 도산초등학교 (도량동)",054-455-2095,http://school.gyo6.net/dosan,남여공학,054-456-1530,,N,해당없음,,전기,주간,19801001,19801001,20260423
R10,경상북도교육청,8801141,도송중학교,Dosong Middle School,중학교,경상북도,경상북도구미교육지원청,공립,39195 ,경상북도 구미시 송동로7길 53,(도량동),054-444-1154,https://school.gyo6.net/dosong/main.do,남여공학,054-444-1155,,N,일반계,,전기,주간,20000301,20000301,20260423
R10,경상북도교육청,8931025,도원초등학교,Dowon Elementary School,초등학교,경상북도,경상북도성주교육지원청,공립,40047 ,경상북도 성주군 선남면 선노로 185,"(선남면,도원초교)",054-932-0960,http://school.gyo6.net/dowon,남여공학,054-933-5750,,N,일반계,,전기,주간,19540323,19540401,20260423
R10,경상북도교육청,8961026,도촌초등학교,Dochon Elementary School,초등학교,경상북도,경상북도봉화교육지원청,공립,36235 ,경상북도 봉화군 봉화읍 봉화로 639,도촌초등학교,054-672-0392,https://school.gyo6.net/idochon,남여공학,054-673-7793,,N,일반계,,전기,주간,19480901,19480901,20260423
R10,경상북도교육청,8881015,도평초등학교,Dopyeong Elementary School,초등학교,경상북도,경상북도청송교육지원청,공립,37456 ,경상북도 청송군 현동면 청송로 2679,", (도평리683-3) (현동면, 도평초등학교)",054-872-8006,http://school.gyo6.net/dopyeong,남여공학,054-872-5994,,N,일반계,,전기,주간,19270627,19270627,20260423
R10,경상북도교육청,8750812,동국대학교사범대학부속선화여자고등학교,SUNHWA GIRL'S High School Attached to College of Education Dongguk University,고등학교,경상북도,경상북도교육청,사립,38839 ,경상북도 영천시 상아탑길 36,(화룡동),054-333-3435,https://school.gyo6.net/dg-sunhwa,여,054-333-3432,일반고,N,일반계,,전기,주간,19851230,19851230,20260423
R10,경상북도교육청,8841054,동로중학교,Dongro Middle School,중학교,경상북도,경상북도문경교육지원청,공립,36902 ,경상북도 문경시 동로면 적성큰마길 11,(동로면)적성큰마길 11,054-552-8011,http://school.gyo6.net/drms,남여공학,054-552-8012,,N,일반계,,전기,주간,19710125,19710313,20260423
R10,경상북도교육청,8841036,동로초등학교,Dongno Elementary School,초등학교,경상북도,경상북도문경교육지원청,공립,36903 ,경상북도 문경시 동로면 노은2길 4,"(동로면, 동로초등학교)",054-553-8234,http://school.gyo6.net/dongro,남여공학,054-552-8023,,N,일반계,,전기,주간,19290228,19290228,20260423
R10,경상북도교육청,8750095,동명고등학교,Dongmyeong High School,고등학교,경상북도,경상북도교육청,공립,39860 ,경상북도 칠곡군 동명면 백송로 797,(동명면),054-976-6351,https://school.gyo6.net/dmhs,남여공학,054-976-2997,일반고,N,일반계,,전기,주간,19831121,19831121,20260423
R10,경상북도교육청,8941044,동명동부초등학교,Dongmyeong Dongbu Elementary School,초등학교,경상북도,경상북도칠곡교육지원청,공립,39855 ,경상북도 칠곡군 동명면 한티로 562,"(동명면,동명동부초등학교)",054-975-6606,https://school.gyo6.net/dmdb,남여공학,054-975-2741,,N,일반계,,전기,주간,19360401,19360401,20260423
R10,경상북도교육청,8941061,동명중학교,Dongmyeong Middle School,중학교,경상북도,경상북도칠곡교육지원청,공립,39860 ,경상북도 칠곡군 동명면 백송로 797,(동명면),054-976-6351,https://school.gyo6.net/dmhs,남여공학,054-976-2997,,N,일반계,,전기,주간,19831121,19831121,20260423
R10,경상북도교육청,8941045,동명초등학교,Dongmyeong Elementary School,초등학교,경상북도,경상북도칠곡교육지원청,공립,39858 ,경상북도 칠곡군 동명면 금암동석3길 5,"(동명면, 동명초등학교)",054-976-6385,https://school.gyo6.net/dong-myunges,남여공학,054-976-4665,,N,일반계,,전기,주간,19340330,19340330,20260423
R10,경상북도교육청,8771077,동방초등학교,Dongbang Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38174 ,경상북도 경주시 산업로 3485-8,"(동방동, 동방초등학교)",054-748-1379,http://school.gyo6.net/dongbang,남여공학,054-748-9766,,N,일반계,,전기,주간,19491005,19491005,20260423
R10,경상북도교육청,8811062,동산여자중학교,Dongsan Girls' Middle School,중학교,경상북도,경상북도영주교육지원청,사립,36095 ,경상북도 영주시 영봉로 49,"(하망동,동산여자중학교)",054-630-7620,http://school.gyo6.net/yjds,여,054-630-7677,,N,일반계,,전기,주간,19691127,19700529,20260423
R10,경상북도교육청,8911029,동산초등학교,Dongsan Elementary School,초등학교,경상북도,경상북도청도교육지원청,공립,38354 ,경상북도 청도군 매전면 동산길 43,(매전면),054-372-5086,https://school.gyo6.net/chdongsanes,남여공학,054-373-2476,,N,일반계,,전기,주간,19520506,19520506,20260423
R10,경상북도교육청,8841037,동성초등학교,Dongseong Elementary School,초등학교,경상북도,경상북도문경교육지원청,공립,36922 ,경상북도 문경시 마성면 동성길 80,", 동성초등학교 (마성면)",054-571-1717,http://school.gyo6.net/dongseong,남여공학,054-571-7147,,N,일반계,,전기,주간,19470421,19470421,20260423
R10,경상북도교육청,8961027,동양초등학교,Dongyang Elementary School,초등학교,경상북도,경상북도봉화교육지원청,공립,36227 ,경상북도 봉화군 봉성면 다덕로 523-14,동양초등학교,054-672-8858,https://school.gyo6.net/dongyang,남여공학,054-673-7336,,N,일반계,,전기,주간,19350510,19350510,20260423
R10,경상북도교육청,8750165,동지고등학교,Dongji High School,고등학교,경상북도,경상북도교육청,사립,37689 ,경상북도 포항시 북구 용흥로 123,", 동지고등학교 ",054-244-7003,http://school.gyo6.net/dongjihs,남,054-248-2946,일반고,N,일반계,,전기,주간,19510831,19510831,20260423
R10,경상북도교육청,8750568,동지여자고등학교,Dongji Girls High School,고등학교,경상북도,경상북도교육청,사립,37689 ,경상북도 포항시 북구 용흥로 123,", 동지여자고등학교 (용흥동, 동지중고등학교, 동지여자중고등학교)",054-231-1101,http://school.gyo6.net/djghs,여,054-231-1106,일반고,N,일반계,,전기,주간,19660301,19660301,20260423
R10,경상북도교육청,8761203,동지여자중학교,Dongji Girls` Middle School,중학교,경상북도,경상북도포항교육지원청,사립,37689 ,경상북도 포항시 북구 용흥로 123,", 동지여자중학교 (용흥동, 동지중고등학교, 동지여자중고등학교)",054-247-4483,http://school.gyo6.net/djgms,여,054-248-6429,,N,일반계,,전기,주간,19511125,19511125,20260423
R10,경상북도교육청,8761204,동지중학교,Dongji Middle School,중학교,경상북도,경상북도포항교육지원청,사립,37689 ,경상북도 포항시 북구 용흥로 123,", 동지중학교 (용흥동)",054-244-7113,https://school.gyo6.net/dongji,남,054-244-9744,,N,일반계,,전기,주간,19460305,19460305,20260423
R10,경상북도교육청,8771078,동천초등학교,Dongcheon Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38111 ,경상북도 경주시 알천북로249번길 20,"(동천동, 동천초등학교)",054-746-0532,https://school.gyo6.net/dongcheon,남여공학,054-743-3883,,N,일반계,,전기,주간,19900305,19900305,20260423
R10,경상북도교육청,8761124,동해초등학교,Donghae Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37926 ,경상북도 포항시 남구 동해면 일월로 78,"(동해면, 동해초등학교)",054-284-3029,https://school.gyo6.net/phdonghae,남여공학,054-284-0397,,N,일반계,,전기,주간,19281201,19281201,20260423
R10,경상북도교육청,8750518,두호고등학교,Duho High school,고등학교,경상북도,경상북도교육청,공립,37624 ,경상북도 포항시 북구 학전로111번길 21,두호고등학교(두호동),054-250-7260,https://school.gyo6.net/duhohs,남여공학,054-232-6658,일반고,N,일반계,,전기,주간,20040301,20040409,20260423
R10,경상북도교육청,8761125,두호남부초등학교,Duho Nambu Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37624 ,경상북도 포항시 북구 두호로52번길 13,", 두호남부초등학교 (두호동)",054-246-8104,dhnb.es.kr,남여공학,054-247-2104,,N,일반계,,전기,주간,19981119,19981119,20260423
R10,경상북도교육청,8761126,두호초등학교,Duho Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37631 ,경상북도 포항시 북구 창흥로36번길 23,"(창포동, 두호초등학교)",054-256-1015,https://school.gyo6.net/duhoes,남여공학,054-248-6811,,N,일반계,,전기,주간,19861204,19861204,20260423
R10,경상북도교육청,8750761,링컨중고등학교,Lincoln middle and high school,각종학교(고),경상북도,경상북도교육청,사립,39698 ,경상북도 김천시 대덕면 관기3길 129-505,(대덕면),054-430-3865,http://lincolnmid.hs.kr,남여공학,054-430-3866,,N,,,전기,주간,20170403,20170403,20260423
R10,경상북도교육청,8841055,마성중학교,Maseong Middle School,중학교,경상북도,경상북도문경교육지원청,공립,36921 ,경상북도 문경시 마성면 외어1길 125,"(마성면, 마성중학교)",054-571-1211,https://school.gyo6.net/msms,남여공학,054-571-5007,,N,일반계,,전기,주간,19691107,19710312,20260423
R10,경상북도교육청,8941046,매원초등학교,Maewon Elementary School,초등학교,경상북도,경상북도칠곡교육지원청,공립,39870 ,경상북도 칠곡군 왜관읍 매원1길 5-32,"(왜관읍,매원초등학교)",054-971-3949,https://school.gyo6.net/gbmaewon,남여공학,054-971-3037,,N,일반계,,전기,주간,19490901,19490901,20260423
R10,경상북도교육청,8911040,매전중학교,Maejeon Middle School,중학교,경상북도,경상북도청도교육지원청,공립,38354 ,경상북도 청도군 매전면 동산길 13,"(매전면, 매전중학교)",054-372-5593,https://school.gyo6.net/maejunms,남여공학,054-373-3997,,N,일반계,,전기,주간,19710125,19710125,20260423
R10,경상북도교육청,8971046,매화중학교,Maehwa Middle School,중학교,경상북도,경상북도울진교육지원청,공립,36339 ,경상북도 울진군 매화면 매화1길 71-6,(매화면),054-782-7013,http://school.gyo6.net/maehwam,남여공학,054-783-5461,,N,일반계,,전기,주간,19520702,19520702,20260423
R10,경상북도교육청,8971028,매화초등학교,Maehwa Elementary School,초등학교,경상북도,경상북도울진교육지원청,공립,36339 ,경상북도 울진군 매화면 매화4길 21-4,"(매화면, 매화초등학교)",054-782-7011,https://school.gyo6.net/maehwa,남여공학,054-782-6947,,N,일반계,,전기,주간,19230401,19230401,20260423
R10,경상북도교육청,8750762,명인고등학교,Myungin High School,고등학교,경상북도,경상북도교육청,사립,40047 ,경상북도 성주군 선남면 도성2길 4,"(선남면, 명인고등학교)",054-933-1080,http://myin.hs.kr,남여공학,054-933-7246,특성화고,N,전문계,,전기,주간,19791121,19791121,20260423
R10,경상북도교육청,8931044,명인중학교,Myeongin Middle School,중학교,경상북도,경상북도성주교육지원청,사립,40047 ,경상북도 성주군 선남면 도성2길 4,(선남면),054-932-1011,https://school.gyo6.net/myin,남여공학,054-933-7246,,N,일반계,,전기,주간,19691230,19691230,20260423
R10,경상북도교육청,8961028,명호초등학교,Myeongho Elementary School,초등학교,경상북도,경상북도봉화교육지원청,공립,36252 ,경상북도 봉화군 명호면 노루목재길 28,"(명호면, 명호초등학교)",054-672-1050,https://school.gyo6.net/myounghoes,남여공학,054-672-1213,,N,일반계,,전기,주간,19340919,19340919,20260423
R10,경상북도교육청,8750166,모계고등학교,Mogye High School,고등학교,경상북도,경상북도교육청,사립,38329 ,경상북도 청도군 화양읍 청화로 67,"(화양읍,모계고등학교)",054-373-2707,http://school.gyo6.net/mogyehs,남여공학,054-373-3134,일반고,N,일반계,,전기,주간,19530121,19530121,20260423
R10,경상북도교육청,8911042,모계중학교,Mogye Middle School,중학교,경상북도,경상북도청도교육지원청,사립,38329 ,경상북도 청도군 화양읍 청화로 67,"(화양읍, 모계중학교)",054-373-2706,https://school.gyo6.net/mogyems,남여공학,054-373-3134,,N,일반계,,전기,주간,19470808,19471027,20260423
R10,경상북도교육청,8831049,모동초등학교,Modong Elementary School,초등학교,경상북도,경상북도상주교육지원청,공립,37271 ,경상북도 상주시 모동면 중화로 583-17,", 37271 (모동면, 모동초등학교)",054-533-4086,https://school.gyo6.net/modong,남여공학,054-532-9880,,N,일반계,,전기,주간,19440331,19440430,20260423
R10,경상북도교육청,8771079,모량초등학교,Moryang Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38180 ,경상북도 경주시 건천읍 내서로 1504,", 38180 (건천읍)",054-748-1637,http://school.gyo6.net/moryang,남여공학,054-748-8618,,N,일반계,,전기,주간,19430623,19430623,20260423
R10,경상북도교육청,8831085,모서중학교,Moseo Middle School,중학교,경상북도,경상북도상주교육지원청,공립,37275 ,경상북도 상주시 모서면 삼포2길 30,모서중학교,054-533-2130,https://school.gyo6.net/moseo,남여공학,054-534-2569,,N,일반계,,전기,주간,19721226,19721226,20260423
R10,경상북도교육청,8831050,모서초등학교,Moseo Elementary School,초등학교,경상북도,경상북도상주교육지원청,공립,37275 ,경상북도 상주시 모서면 백화로 1387,"(모서면,모서초등학교)",054-533-2184,https://school.gyo6.net/moseoes,남여공학,054-533-9370,,N,일반계,,전기,주간,19321115,19321115,20260423
R10,경상북도교육청,8771080,모아초등학교,Moa Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38039 ,경상북도 경주시 천북면 산업로 4974-5,"(천북면, 모아초등학교)",054-745-4122,http://school.gyo6.net/moaes,남여공학,054-745-4725,,N,일반계,,전기,주간,19491201,19491201,20260423
R10,경상북도교육청,8841038,모전초등학교,Mojeon Elementary School,초등학교,경상북도,경상북도문경교육지원청,공립,36975 ,경상북도 문경시 매봉로 75,", 모전초등학교 (모전동)",054-555-0272,https://school.gyo6.net/mojeon,남여공학,054-555-0274,,N,일반계,,전기,주간,19970301,19970301,20260423
R10,경상북도교육청,8771081,모화초등학교,Mohwa Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38208 ,경상북도 경주시 외동읍 계동1길 12,", 모화초등학교 (외동읍, 모화초등학교)",054-773-0649,http://school.gyo6.net/mohwa,남여공학,054-773-1407,,N,일반계,,전기,주간,19630615,19630615,20260423
R10,경상북도교육청,8750167,무산고등학교,Musan High School,고등학교,경상북도,경상북도교육청,사립,38179 ,경상북도 경주시 건천읍 천포방내길 18,"(건천읍, 무산고등학교)",054-751-0207,https://school.gyo6.net/musan,남여공학,054-751-7389,일반고,N,일반계,,전기,주간,19540420,19540420,20260423
R10,경상북도교육청,8771131,무산중학교,Musan Middle School,중학교,경상북도,경상북도경주교육지원청,사립,38179 ,경상북도 경주시 건천읍 천포방내길 18,"(건천읍, 무산중학교)",054-751-0207,http://school.gyo6.net/musan,남여공학,054-751-7389,,N,일반계,,전기,주간,19510922,19510922,20260423
R10,경상북도교육청,8801142,무을중학교,Mueul Middle School,중학교,경상북도,경상북도구미교육지원청,공립,39100 ,경상북도 구미시 무을면 무등2길 21-14,", 무을중학교 (무을면,무을중학교)",054-481-9046,https://school.gyo6.net/mueul,남여공학,054-481-6991,,N,일반계,,전기,주간,19690301,19690301,20260423
R10,경상북도교육청,8801104,무을초등학교,Mueul Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39101 ,경상북도 구미시 무을면 송삼1길 33,(무을면),054-481-9037,https://school.gyo6.net/muul,남여공학,054-481-7977,,N,일반계,,전기,주간,19290907,19290907,20260423
R10,경상북도교육청,8750246,문경공업고등학교,Mungyeong Technical High School,고등학교,경상북도,경상북도교육청,공립,36944 ,경상북도 문경시 영신로 65,", 문경공업고등학교 (점촌동)",054-550-1563,https://school.gyo6.net/mungyeong-th,남여공학,054-554-1787,특성화고,N,전문계,,전기,주간,19511129,19520925,20260423
R10,경상북도교육청,8841056,문경서중학교,Mungyeongseo Middle School,중학교,경상북도,경상북도문경교육지원청,공립,36916 ,경상북도 문경시 문경읍 문경서중길 1,"(문경읍, 문경서중학교)",054-571-7512,https://school.gyo6.net/mungyeongseo,남여공학,054-571-8874,,N,일반계,,전기,주간,19491117,19491111,20260423
R10,경상북도교육청,8750169,문경여자고등학교,Mungyeong Girls High School,고등학교,경상북도,경상북도교육청,사립,36955 ,경상북도 문경시 여고길 40,"(점촌동, 문경여자고등학교)",054-553-2565,https://school.gyo6.net/mungyeong,여,054-555-9267,일반고,N,일반계,,전기,주간,19560116,19560116,20260423
R10,경상북도교육청,8841057,문경여자중학교,Mungyeong Girls Middle School,중학교,경상북도,경상북도문경교육지원청,공립,36956 ,경상북도 문경시 돈달로 15,(모전동),054-555-2548,https://school.gyo6.net/mkgms,여,054-555-8769,,N,일반계,,전기,주간,19710125,19711012,20260423
R10,경상북도교육청,8841058,문경중학교,Mungyeong Middle School,중학교,경상북도,경상북도문경교육지원청,공립,36962 ,경상북도 문경시 중앙로 242,"(흥덕동, 문경중학교)",054-553-8384,https://school.gyo6.net/mungyeongms,남,054-553-8386,,N,일반계,,전기,주간,19480813,19480813,20260423
R10,경상북도교육청,8841039,문경초등학교,Mungyeong Elementary School,초등학교,경상북도,경상북도문경교육지원청,공립,36916 ,경상북도 문경시 문경읍 청운로 23,", 문경초등학교 (문경읍)",054-572-1092,https://school.gyo6.net/mungyeonges,남여공학,054-572-0457,,N,일반계,,전기,주간,19120412,19120412,20260423
R10,경상북도교육청,8761127,문덕초등학교,Mundeok Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37916 ,경상북도 포항시 남구 오천읍 해병로 397,"(오천읍,문덕초등학교)",054-292-0579,http://school.gyo6.net/mundeok,남여공학,054-292-7347,,N,일반계,,전기,주간,19830301,19830301,20260423
R10,경상북도교육청,8750170,문명고등학교,Munmyeong High School,고등학교,경상북도,경상북도교육청,사립,38649 ,경상북도 경산시 경청로230길 30,(백천동),053-813-7312,https://school.gyo6.net/munmyeonghs,남,053-813-1338,일반고,N,일반계,,전기,주간,19661117,19661117,20260423
R10,경상북도교육청,8851098,문명중학교,Munmyeong Middle School,중학교,경상북도,경상북도경산교육지원청,사립,38649 ,경상북도 경산시 경청로230길 30,(백천동),053-811-7316,http://school.gyo6.net/munmyeongms,남,053-811-7318,,N,해당없음,,전기,주간,20050301,20050301,20260423
R10,경상북도교육청,8781088,문성중학교,Munseong Middle School,중학교,경상북도,경상북도김천교육지원청,사립,39655 ,경상북도 김천시 영남대로 1992-3,"(지좌동, 문성중학교)",054-436-8772,https://school.gyo6.net/munseong,남,054-436-0321,,N,일반계,,전기,주간,19681203,19681203,20260423
R10,경상북도교육청,8811036,문수초등학교,Munsu Elementary School,초등학교,경상북도,경상북도영주교육지원청,공립,36171 ,경상북도 영주시 문수면 문수로1406번길 15-4,"(문수면,문수초등학교)",054-637-2011,http://school.gyo6.net/munsu,남여공학,054-637-1352,,N,일반계,,전기,주간,19430401,19430401,20260423
R10,경상북도교육청,8801105,문장초등학교,Munjang Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39198 ,경상북도 구미시 고아읍 문장로 168,", 문장초등학교 (고아읍)",054-443-4925,http://school.gyo6.net/mun-jang,남여공학,054-443-4928,,N,해당없음,,전기,주간,20040301,20040301,20260423
R10,경상북도교육청,8750171,문창고등학교,Munchang High School,고등학교,경상북도,경상북도교육청,사립,36965 ,경상북도 문경시 돈달로 145,"(흥덕동, 문창고등학교)",054-556-1510,https://school.gyo6.net/munchang,남,054-556-1513,일반고,N,일반계,,전기,주간,19701226,19701226,20260423
R10,경상북도교육청,8761128,문충초등학교,Munchung Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37894 ,경상북도 포항시 남구 오천읍 정몽주로 49,(오천읍),054-292-2239,http://school.gyo6.net/munchung,남여공학,054-292-7865,,N,일반계,,전기,주간,19420508,19420508,20260423
R10,경상북도교육청,8750172,문화고등학교,Moonhwa High School,고등학교,경상북도,경상북도교육청,사립,38057 ,경상북도 경주시 충현로 98,"(충효동, 문화고등학교/문화중학교)",054-742-2544,https://school.gyo6.net/moonhwa,남,054-749-2005,일반고,N,일반계,,전기,주간,19511011,19511015,20260423
R10,경상북도교육청,8771132,문화중학교,Moonhwa Middle School,중학교,경상북도,경상북도경주교육지원청,사립,38057 ,경상북도 경주시 충현로 98,(충효동),070-7113-7271,http://school.gyo6.net/moonhwams,남,054-748-5226,,N,일반계,,전기,주간,19451001,19451001,20260423
R10,경상북도교육청,8961048,물야중학교,Murya Middle School,중학교,경상북도,경상북도봉화교육지원청,공립,36202 ,경상북도 봉화군 물야면 오록4길 11,"(물야면,물야중학교)",054-672-2008,https://school.gyo6.net/muryams,남여공학,054-672-1934,,N,일반계,,전기,주간,19710125,19710322,20260423
R10,경상북도교육청,8961029,물야초등학교,Murya Elementary School,초등학교,경상북도,경상북도봉화교육지원청,공립,36202 ,경상북도 봉화군 물야면 오록길 25,"(물야면,물야초등학교)",054-672-2009,https://school.gyo6.net/mulyaes,남여공학,054-673-7935,,N,일반계,,전기,주간,19220601,19220601,20260423
R10,경상북도교육청,8921021,박곡초등학교,Bakgok Elementary School,초등학교,경상북도,경상북도고령교육지원청,공립,40115 ,경상북도 고령군 성산면 성암로 125,"(성산면,박곡초등학교)",054-954-4216,https://school.gyo6.net/bakgokes,남여공학,054-954-6329,,N,일반계,,전기,주간,19430608,19430608,20260423
R10,경상북도교육청,8831051,백원초등학교,Backwon  Elementary School,초등학교,경상북도,경상북도상주교육지원청,공립,37136 ,경상북도 상주시 북상주로 591-14,"(외서면, 백원초등학교)",054-532-8526,https://school.gyo6.net/backwon,남여공학,054-532-9897,,N,일반계,,전기,주간,19490725,19530415,20260423
R10,경상북도교육청,8961030,법전중앙초등학교,Beobjeon Jungang Elementary School,초등학교,경상북도,경상북도봉화교육지원청,공립,36219 ,경상북도 봉화군 법전면 법전로 135,법전중앙초등학교,054-672-4509,https://school.gyo6.net/beobjeon,남여공학,054-672-4510,,N,일반계,,전기,주간,19491130,19491130,20260423
R10,경상북도교육청,8931040,벽진중학교,Byeokjin Middle School,중학교,경상북도,경상북도성주교육지원청,공립,40002 ,경상북도 성주군 벽진면 수촌5길 49-71,(벽진면),054-932-7176,https://school.gyo6.net/byeokjinms,남여공학,054-931-0917,,N,일반계,,전기,주간,19740429,19740429,20260423
R10,경상북도교육청,8931026,벽진초등학교,Byeokjin Elementary School,초등학교,경상북도,경상북도성주교육지원청,공립,40002 ,경상북도 성주군 벽진면 수촌3길 1,"(벽진면,벽진초등학교)",054-932-7945,https://school.gyo6.net/bj,남여공학,054-931-0915,,N,일반계,,전기,주간,19230410,19230410,20260423
R10,경상북도교육청,8821077,별빛중학교,Byeolbit Middle School,중학교,경상북도,경상북도영천교육지원청,공립,38901 ,경상북도 영천시 고경면 월천길 1-27,", 별빛중학교 (고경면)",054-338-7092,https://school.gyo6.net/bbit,남여공학,054-338-7071,,N,,,전기,주간,20160301,20160301,20260423
R10,경상북도교육청,8901038,병곡중학교,Byeonggok Middle School,중학교,경상북도,경상북도영덕교육지원청,공립,36404 ,경상북도 영덕군 병곡면 병곡길 24-7,"(병곡면, 병곡중학교)",054-732-2661,https://school.gyo6.net/byeonggok,남여공학,054-733-8981,,N,일반계,,전기,주간,19550519,19550519,20260423
R10,경상북도교육청,8901023,병곡초등학교,Byeonggok Elementary School,초등학교,경상북도,경상북도영덕교육지원청,공립,36404 ,경상북도 영덕군 병곡면 영길 103-10,", 병곡초등학교 (병곡면, 병곡초등학교)",054-732-2006,http://school.gyo6.net/ydbg,남여공학,054-732-3076,,N,일반계,,전기,주간,19280827,19280827,20260423
R10,경상북도교육청,8791084,복주여자중학교,Bokju Girls Middle School,중학교,경상북도,경상북도안동교육지원청,공립,36674 ,경상북도 안동시 안기천로 58,"(당북동, 복주여자중학교)",054-852-2161,https://school.gyo6.net/bokjugmms,여,054-857-9221,,N,일반계,,전기,주간,19811208,19811208,20260423
